C:\Users\mbo\Desktop\phd_ws\sim-data\IMG\center_2022_03_16_21_05_41_545.jpg, C:\Users\mbo\Desktop\phd_ws\sim-data\IMG\left_2022_03_16_21_05_41_545.jpg, C:\Users\mbo\Desktop\phd_ws\sim-data\IMG\right_2022_03_16_21_05_41_545.jpg, 0, 0, 0, 7.972278E-05
C:\Users\mbo\Desktop\phd_ws\sim-data\IMG\center_2022_03_16_21_05_41_647.jpg, C:\Users\mbo\Desktop\phd_ws\sim-data\IMG\left_2022_03_16_21_05_41_647.jpg, C:\Users\mbo\Desktop\phd_ws\sim-data\IMG\right_2022_03_16_21_05_41_647.jpg, 0, 0, 0, 8.048244E-05
C:\Users\mbo\Desktop\phd_ws\sim-data\IMG\center_2022_03_16_21_05_41_750.jpg, C:\Users\mbo\Desktop\phd_ws\sim-data\IMG\left_2022_03_16_21_05_41_750.jpg, C:\Users\mbo\Desktop\phd_ws\sim-data\IMG\right_2022_03_16_21_05_41_750.jpg, 0, 0, 0, 7.793897E-05
C:\Users\mbo\Desktop\phd_ws\sim-data\IMG\center_2022_03_16_21_05_41_850.jpg, C:\Users\mbo\Desktop\phd_ws\sim-data\IMG\left_2022_03_16_21_05_41_850.jpg, C:\Users\mbo\Desktop\phd_ws\sim-data\IMG\right_2022_03_16_21_05_41_850.jpg, 0, 0, 0, 7.881018E-05
C:\Users\mbo\Desktop\phd_ws\sim-data\IMG\center_2022_03_16_21_05_41_952.jpg, C:\Users\mbo\Desktop\phd_ws\sim-data\IMG\left_2022_03_16_21_05_41_952.jpg, C:\Users\mbo\Desktop\phd_ws\sim-data\IMG\right_2022_03_16_21_05_41_952.jpg, 0, 0, 0, 7.924252E-05
C:\Users\mbo\Desktop\phd_ws\sim-data\IMG\center_2022_03_16_21_05_42_055.jpg, C:\Users\mbo\Desktop\phd_ws\sim-data\IMG\left_2022_03_16_21_05_42_055.jpg, C:\Users\mbo\Desktop\phd_ws\sim-data\IMG\right_2022_03_16_21_05_42_055.jpg, 0, 0, 0, 8.269581E-05
C:\Users\mbo\Desktop\phd_ws\sim-data\IMG\center_2022_03_16_21_05_42_155.jpg, C:\Users\mbo\Desktop\phd_ws\sim-data\IMG\left_2022_03_16_21_05_42_155.jpg, C:\Users\mbo\Desktop\phd_ws\sim-data\IMG\right_2022_03_16_21_05_42_155.jpg, 0, 0, 0, 7.860779E-05
C:\Users\mbo\Desktop\phd_ws\sim-data\IMG\center_2022_03_16_21_05_42_255.jpg, C:\Users\mbo\Desktop\phd_ws\sim-data\IMG\left_2022_03_16_21_05_42_255.jpg, C:\Users\mbo\Desktop\phd_ws\sim-data\IMG\right_2022_03_16_21_05_42_255.jpg, 0, 0, 0, 8.011664E-05
C:\Users\mbo\Desktop\phd_ws\sim-data\IMG\center_2022_03_16_21_05_42_358.jpg, C:\Users\mbo\Desktop\phd_ws\sim-data\IMG\left_2022_03_16_21_05_42_358.jpg, C:\Users\mbo\Desktop\phd_ws\sim-data\IMG\right_2022_03_16_21_05_42_358.jpg, 0, 0, 0, 7.825598E-05
C:\Users\mbo\Desktop\phd_ws\sim-data\IMG\center_2022_03_16_21_05_42_464.jpg, C:\Users\mbo\Desktop\phd_ws\sim-data\IMG\left_2022_03_16_21_05_42_464.jpg, C:\Users\mbo\Desktop\phd_ws\sim-data\IMG\right_2022_03_16_21_05_42_464.jpg, 0, 0, 0, 7.816242E-05
